reference_text,original_transcription,adjusted_transcription,original_confidence,adjusted_confidence,original_duration,adjusted_duration,original_wer,adjusted_wer,phoneme_analysis,wav_file
wish,wors,wors,"{'mean_confidence': 0.9980564713478088, 'min_confidence': 0.9785282015800476, 'max_confidence': 0.9999994039535522}","{'mean_confidence': 0.9967963099479675, 'min_confidence': 0.8578382134437561, 'max_confidence': 0.9999996423721313}",1.5,1.391625,1.0,1.0,"{'original_duration': 1.5, 'adjusted_duration': 1.391625, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.860625, 'total_adjusted_duration': 2.016410021322583, 'tempo_ratio': 0.922741397}, 'w': {'count': 1, 'total_original_duration': 0.5663125, 'total_adjusted_duration': 0.4460973954375374, 'tempo_ratio': 1.269481745}, 'ih': {'count': 1, 'total_original_duration': 0.7876875, 'total_adjusted_duration': 0.6354863840476583, 'tempo_ratio': 1.239503347}, 'sh': {'count': 1, 'total_original_duration': 0.9026875, 'total_adjusted_duration': 0.830474781214567, 'tempo_ratio': 1.086953536}}}",0187.wav
ate,ament,amed,"{'mean_confidence': 0.9665038585662842, 'min_confidence': 0.5247967839241028, 'max_confidence': 0.9999799728393555}","{'mean_confidence': 0.9758062958717346, 'min_confidence': 0.651483952999115, 'max_confidence': 0.9999843835830688}",1.2,1.14575,1.0,1.0,"{'original_duration': 1.2, 'adjusted_duration': 1.14575, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.076375, 'total_adjusted_duration': 1.1664969226475486, 'tempo_ratio': 0.922741397}, 'ey': {'count': 1, 'total_original_duration': 1.1785625, 'total_adjusted_duration': 1.0309132218022812, 'tempo_ratio': 1.14322183}, 'tcl': {'count': 1, 'total_original_duration': 0.4905, 'total_adjusted_duration': 0.4480202110183414, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.545, 'total_adjusted_duration': 0.46186351945373, 'tempo_ratio': 1.180002267}}}",0188.wav
light,love,lulb,"{'mean_confidence': 0.9926924109458923, 'min_confidence': 0.887056827545166, 'max_confidence': 0.9999953508377075}","{'mean_confidence': 0.9831258654594421, 'min_confidence': 0.6830806136131287, 'max_confidence': 0.9999985694885254}",1.2,1.1353125,1.0,1.0,"{'original_duration': 1.2, 'adjusted_duration': 1.1353125, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 0.8243125, 'total_adjusted_duration': 0.8933299217743885, 'tempo_ratio': 0.922741397}, 'l': {'count': 1, 'total_original_duration': 0.476875, 'total_adjusted_duration': 0.39408454223644085, 'tempo_ratio': 1.210082987}, 'ay': {'count': 1, 'total_original_duration': 0.9639375, 'total_adjusted_duration': 0.9285641236364846, 'tempo_ratio': 1.038094705}, 'tcl': {'count': 1, 'total_original_duration': 0.6029375, 'total_adjusted_duration': 0.5507200529681371, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.4155625, 'total_adjusted_duration': 0.35217093358346907, 'tempo_ratio': 1.180002267}}}",0189.wav
knew,no,no,"{'mean_confidence': 0.9990233182907104, 'min_confidence': 0.9809689521789551, 'max_confidence': 0.9999985694885254}","{'mean_confidence': 0.9995435476303101, 'min_confidence': 0.9934936165809631, 'max_confidence': 0.9999992847442627}",1.35,1.283125,1.0,1.0,"{'original_duration': 1.35, 'adjusted_duration': 1.283125, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.9275625, 'total_adjusted_duration': 2.0889520143637816, 'tempo_ratio': 0.922741397}, 'n': {'count': 1, 'total_original_duration': 0.590125, 'total_adjusted_duration': 0.4843700198815662, 'tempo_ratio': 1.218335107}, 'uw': {'count': 1, 'total_original_duration': 1.1879375, 'total_adjusted_duration': 1.0255106971188614, 'tempo_ratio': 1.158386259}}}",0190.wav
tie,tide,tide,"{'mean_confidence': 0.9814183115959167, 'min_confidence': 0.5131706595420837, 'max_confidence': 0.9999624490737915}","{'mean_confidence': 0.9799819588661194, 'min_confidence': 0.2416267991065979, 'max_confidence': 0.9999693632125854}",1.35,1.321625,1.0,1.0,"{'original_duration': 1.35, 'adjusted_duration': 1.321625, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.509875, 'total_adjusted_duration': 1.6362926871048358, 'tempo_ratio': 0.922741397}, 'tcl': {'count': 1, 'total_original_duration': 0.413875, 'total_adjusted_duration': 0.3780313248424384, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.4866875, 'total_adjusted_duration': 0.41244624151217835, 'tempo_ratio': 1.180002267}, 'ay': {'count': 1, 'total_original_duration': 1.2951875, 'total_adjusted_duration': 1.2476583241988504, 'tempo_ratio': 1.038094705}}}",0191.wav
though,go,go,"{'mean_confidence': 0.9957207441329956, 'min_confidence': 0.769578218460083, 'max_confidence': 0.9999985694885254}","{'mean_confidence': 0.9992852210998535, 'min_confidence': 0.9796891808509827, 'max_confidence': 0.9999985694885254}",1.5,1.5565,1.0,1.0,"{'original_duration': 1.5, 'adjusted_duration': 1.5565, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.0054375, 'total_adjusted_duration': 2.1733472742417774, 'tempo_ratio': 0.922741397}, 'dcl': {'count': 1, 'total_original_duration': 0.83025, 'total_adjusted_duration': 0.7922363959205726, 'tempo_ratio': 1.047982653}, 'dh': {'count': 1, 'total_original_duration': 0.481125, 'total_adjusted_duration': 0.3323851875879511, 'tempo_ratio': 1.447492301}, 'ow': {'count': 1, 'total_original_duration': 0.792, 'total_adjusted_duration': 0.7213699260834097, 'tempo_ratio': 1.097911032}}}",0193.wav
tear as in tear in my eye,cear,cear,"{'mean_confidence': 0.9961132407188416, 'min_confidence': 0.8563632965087891, 'max_confidence': 0.9999998807907104}","{'mean_confidence': 0.9979349970817566, 'min_confidence': 0.9318980574607849, 'max_confidence': 0.9999998807907104}",2.1,2.2758125,1.0,1.0,"{'original_duration': 2.1, 'adjusted_duration': 2.2758125, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 3.4811875, 'total_adjusted_duration': 3.7726577688158063, 'tempo_ratio': 0.922741397}, 't': {'count': 1, 'total_original_duration': 0.57225, 'total_adjusted_duration': 0.4849566954264165, 'tempo_ratio': 1.180002267}, 'ih': {'count': 1, 'total_original_duration': 0.64975, 'total_adjusted_duration': 0.5242018922922682, 'tempo_ratio': 1.239503347}, 'r': {'count': 1, 'total_original_duration': 1.0610625, 'total_adjusted_duration': 0.9571744096141025, 'tempo_ratio': 1.108536218}}}",0194.wav
floor,flore,flore,"{'mean_confidence': 0.9918357729911804, 'min_confidence': 0.7055544257164001, 'max_confidence': 0.9999996423721313}","{'mean_confidence': 0.9887316823005676, 'min_confidence': 0.7152904868125916, 'max_confidence': 0.9999997615814209}",1.8,1.9506875,1.0,1.0,"{'original_duration': 1.8, 'adjusted_duration': 1.9506875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.687625, 'total_adjusted_duration': 2.912652460091156, 'tempo_ratio': 0.922741397}, 'f': {'count': 1, 'total_original_duration': 0.5518125, 'total_adjusted_duration': 0.4664474021318605, 'tempo_ratio': 1.183011198}, 'l': {'count': 1, 'total_original_duration': 0.521125, 'total_adjusted_duration': 0.4306522821975679, 'tempo_ratio': 1.210082987}, 'ao': {'count': 1, 'total_original_duration': 0.7255625, 'total_adjusted_duration': 0.6086894154913752, 'tempo_ratio': 1.192007749}, 'r': {'count': 1, 'total_original_duration': 0.439375, 'total_adjusted_duration': 0.3963560169398092, 'tempo_ratio': 1.108536218}}}",0195.wav
their house is grey and white,the house is the clayand wals,the houses a gayand wolf,"{'mean_confidence': 0.9680894613265991, 'min_confidence': 0.38807711005210876, 'max_confidence': 0.9999998807907104}","{'mean_confidence': 0.9691023230552673, 'min_confidence': 0.31334349513053894, 'max_confidence': 0.9999998807907104}",4.35,4.087625,0.6666666666666666,1.0,"{'original_duration': 4.35, 'adjusted_duration': 4.087625, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.915625, 'total_adjusted_duration': 2.0760150202733345, 'tempo_ratio': 0.922741397}, 'dcl': {'count': 2, 'total_original_duration': 1.8605, 'total_adjusted_duration': 1.7753156454203254, 'tempo_ratio': 1.047982653}, 'dh': {'count': 1, 'total_original_duration': 0.4823125, 'total_adjusted_duration': 0.33320557191688993, 'tempo_ratio': 1.447492301}, 'eh': {'count': 1, 'total_original_duration': 0.5856875, 'total_adjusted_duration': 0.45075439498474285, 'tempo_ratio': 1.299349505}, 'r': {'count': 2, 'total_original_duration': 0.5650625, 'total_adjusted_duration': 0.5097375176604289, 'tempo_ratio': 1.108536218}, 'hh': {'count': 1, 'total_original_duration': 0.2618125, 'total_adjusted_duration': 0.21749297729765832, 'tempo_ratio': 1.2037745}, 'aw': {'count': 1, 'total_original_duration': 0.7235625, 'total_adjusted_duration': 0.5312368236105909, 'tempo_ratio': 1.362033782}, 's': {'count': 1, 'total_original_duration': 0.3789375, 'total_adjusted_duration': 0.31250046980732016, 'tempo_ratio': 1.212598177}, 'ih': {'count': 1, 'total_original_duration': 0.55125, 'total_adjusted_duration': 0.44473457964773044, 'tempo_ratio': 1.239503347}, 'z': {'count': 1, 'total_original_duration': 0.482375, 'total_adjusted_duration': 0.3238043109880521, 'tempo_ratio': 1.489711482}, 'gcl': {'count': 1, 'total_original_duration': 0.1515625, 'total_adjusted_duration': 0.1440597120204131, 'tempo_ratio': 1.052081098}, 'g': {'count': 1, 'total_original_duration': 0.317, 'total_adjusted_duration': 0.27163502820097724, 'tempo_ratio': 1.167007076}, 'ey': {'count': 1, 'total_original_duration': 0.5168125, 'total_adjusted_duration': 0.45206668245654474, 'tempo_ratio': 1.14322183}, 'ae': {'count': 1, 'total_original_duration': 0.558125, 'total_adjusted_duration': 0.44562616096593405, 'tempo_ratio': 1.252451155}, 'n': {'count': 1, 'total_original_duration': 0.379, 'total_adjusted_duration': 0.31108025847932824, 'tempo_ratio': 1.218335107}, 'w': {'count': 1, 'total_original_duration': 0.4685625, 'total_adjusted_duration': 0.3690974697710206, 'tempo_ratio': 1.269481745}, 'ay': {'count': 1, 'total_original_duration': 1.11625, 'total_adjusted_duration': 1.0752872494422365, 'tempo_ratio': 1.038094705}, 'tcl': {'count': 1, 'total_original_duration': 0.1860625, 'total_adjusted_duration': 0.16994854334882803, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.447875, 'total_adjusted_duration': 0.3795543555510813, 'tempo_ratio': 1.180002267}}}",0196.wav
nothing is as offensive as innocence,nothing has fem te bet the nusent,nothing has fermdbat the nusance,"{'mean_confidence': 0.955290675163269, 'min_confidence': 0.35943034291267395, 'max_confidence': 0.9999988079071045}","{'mean_confidence': 0.9589614272117615, 'min_confidence': 0.41378703713417053, 'max_confidence': 0.9999992847442627}",7.35,6.5451875,1.0,0.8333333333333334,"{'original_duration': 7.35, 'adjusted_duration': 6.5451875, 'phoneme_stats': {'noi': {'count': 5, 'total_original_duration': 6.0499374999999995, 'total_adjusted_duration': 6.556482151629315, 'tempo_ratio': 0.922741397}, 'n': {'count': 4, 'total_original_duration': 1.6538125, 'total_adjusted_duration': 1.3574364643175303, 'tempo_ratio': 1.218335107}, 'ah': {'count': 5, 'total_original_duration': 3.7208749999999995, 'total_adjusted_duration': 2.3433981202758725, 'tempo_ratio': 1.58781172}, 'th': {'count': 1, 'total_original_duration': 0.509875, 'total_adjusted_duration': 0.4473734733867735, 'tempo_ratio': 1.139707717}, 'ih': {'count': 3, 'total_original_duration': 1.329875, 'total_adjusted_duration': 1.0729095675447176, 'tempo_ratio': 1.239503347}, 'ng': {'count': 1, 'total_original_duration': 0.351375, 'total_adjusted_duration': 0.2521008179076786, 'tempo_ratio': 1.393787624}, 'ae': {'count': 2, 'total_original_duration': 1.2816875, 'total_adjusted_duration': 1.0233433015597324, 'tempo_ratio': 1.252451155}, 'z': {'count': 2, 'total_original_duration': 1.950125, 'total_adjusted_duration': 1.3090622067179585, 'tempo_ratio': 1.489711482}, 'f': {'count': 1, 'total_original_duration': 0.6476875, 'total_adjusted_duration': 0.5474905910400351, 'tempo_ratio': 1.183011198}, 'eh': {'count': 1, 'total_original_duration': 0.4755, 'total_adjusted_duration': 0.36595234628576706, 'tempo_ratio': 1.299349505}, 's': {'count': 3, 'total_original_duration': 1.474625, 'total_adjusted_duration': 1.216087099560269, 'tempo_ratio': 1.212598177}, 'v': {'count': 1, 'total_original_duration': 0.241125, 'total_adjusted_duration': 0.17497611136145164, 'tempo_ratio': 1.378045255}, 'dcl': {'count': 1, 'total_original_duration': 0.544375, 'total_adjusted_duration': 0.5194503920858317, 'tempo_ratio': 1.047982653}}}",0198.wav
slay,tlel,tele,"{'mean_confidence': 0.970027506351471, 'min_confidence': 0.5618202090263367, 'max_confidence': 0.9999977350234985}","{'mean_confidence': 0.9690483212471008, 'min_confidence': 0.48822376132011414, 'max_confidence': 0.9999969005584717}",2.4,2.6009375,1.0,1.0,"{'original_duration': 2.4, 'adjusted_duration': 2.6009375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 4.291875, 'total_adjusted_duration': 4.651221906759213, 'tempo_ratio': 0.922741397}, 's': {'count': 1, 'total_original_duration': 1.056, 'total_adjusted_duration': 0.8708573211058027, 'tempo_ratio': 1.212598177}, 'l': {'count': 1, 'total_original_duration': 0.476875, 'total_adjusted_duration': 0.39408454223644085, 'tempo_ratio': 1.210082987}, 'ey': {'count': 1, 'total_original_duration': 0.763, 'total_adjusted_duration': 0.667412027987604, 'tempo_ratio': 1.14322183}}}",0199.wav
snoop,nint,snint,"{'mean_confidence': 0.9776279330253601, 'min_confidence': 0.7658584117889404, 'max_confidence': 0.9999973773956299}","{'mean_confidence': 0.9405869841575623, 'min_confidence': 0.43326112627983093, 'max_confidence': 0.9999829530715942}",1.95,2.09275,1.0,1.0,"{'original_duration': 1.95, 'adjusted_duration': 2.09275, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.374625, 'total_adjusted_duration': 2.5734458296986977, 'tempo_ratio': 0.922741397}, 's': {'count': 1, 'total_original_duration': 0.9133125, 'total_adjusted_duration': 0.7531864366311017, 'tempo_ratio': 1.212598177}, 'n': {'count': 1, 'total_original_duration': 0.2823125, 'total_adjusted_duration': 0.23171990889695346, 'tempo_ratio': 1.218335107}, 'uw': {'count': 1, 'total_original_duration': 0.730625, 'total_adjusted_duration': 0.6307265770147572, 'tempo_ratio': 1.158386259}, 'pcl': {'count': 1, 'total_original_duration': 0.4981875, 'total_adjusted_duration': 0.3735868397960713, 'tempo_ratio': 1.333525293}, 'p': {'count': 1, 'total_original_duration': 0.5535, 'total_adjusted_duration': 0.4101468927424794, 'tempo_ratio': 1.349516502}}}",0200.wav
sigh,slive,sive,"{'mean_confidence': 0.9928656816482544, 'min_confidence': 0.6024879813194275, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.98907870054245, 'min_confidence': 0.41112518310546875, 'max_confidence': 0.9999996423721313}",1.65,1.693125,1.0,1.0,"{'original_duration': 1.65, 'adjusted_duration': 1.693125, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.3136875000000003, 'total_adjusted_duration': 2.507406200179399, 'tempo_ratio': 0.922741397}, 's': {'count': 1, 'total_original_duration': 0.7119375, 'total_adjusted_duration': 0.5871174091332977, 'tempo_ratio': 1.212598177}, 'ay': {'count': 1, 'total_original_duration': 1.5034375, 'total_adjusted_duration': 1.4482662253825869, 'tempo_ratio': 1.038094705}}}",0201.wav
rocks,rogs,rocks,"{'mean_confidence': 0.9945755004882812, 'min_confidence': 0.9319661855697632, 'max_confidence': 0.999998927116394}","{'mean_confidence': 0.980475127696991, 'min_confidence': 0.5542056560516357, 'max_confidence': 0.9999990463256836}",1.65,1.579375,1.0,0.0,"{'original_duration': 1.65, 'adjusted_duration': 1.579375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.5455625, 'total_adjusted_duration': 1.6749682034694713, 'tempo_ratio': 0.922741397}, 'r': {'count': 1, 'total_original_duration': 0.52925, 'total_adjusted_duration': 0.47743140134371326, 'tempo_ratio': 1.108536218}, 'aa': {'count': 1, 'total_original_duration': 1.0913125, 'total_adjusted_duration': 0.8432551693090172, 'tempo_ratio': 1.294166392}, 'kcl': {'count': 1, 'total_original_duration': 0.393375, 'total_adjusted_duration': 0.2882580105924712, 'tempo_ratio': 1.364662856}, 'k': {'count': 1, 'total_original_duration': 0.267, 'total_adjusted_duration': 0.18738873070351825, 'tempo_ratio': 1.424845555}, 's': {'count': 1, 'total_original_duration': 0.7025625, 'total_adjusted_duration': 0.5793860763820033, 'tempo_ratio': 1.212598177}}}",0202.wav
she is thinner than i am,she is thiner tand iam,she is thinest n ion,"{'mean_confidence': 0.9685724377632141, 'min_confidence': 0.5081990957260132, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9546237587928772, 'min_confidence': 0.3800545334815979, 'max_confidence': 0.9999996423721313}",3.6,3.41375,0.6666666666666666,0.6666666666666666,"{'original_duration': 3.6, 'adjusted_duration': 3.41375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.432375, 'total_adjusted_duration': 2.6360310785969863, 'tempo_ratio': 0.922741397}, 'dcl': {'count': 1, 'total_original_duration': 0.441, 'total_adjusted_duration': 0.4208084921420927, 'tempo_ratio': 1.047982653}, 'sh': {'count': 1, 'total_original_duration': 0.6339375, 'total_adjusted_duration': 0.5832241020466215, 'tempo_ratio': 1.086953536}, 'iy': {'count': 1, 'total_original_duration': 0.606375, 'total_adjusted_duration': 0.48003466727837935, 'tempo_ratio': 1.263190018}, 'ih': {'count': 2, 'total_original_duration': 0.8268749999999999, 'total_adjusted_duration': 0.6671018694715957, 'tempo_ratio': 1.239503347}, 'z': {'count': 1, 'total_original_duration': 0.606375, 'total_adjusted_duration': 0.40704190531304507, 'tempo_ratio': 1.489711482}, 'th': {'count': 1, 'total_original_duration': 0.26875, 'total_adjusted_duration': 0.23580607202293777, 'tempo_ratio': 1.139707717}, 'n': {'count': 2, 'total_original_duration': 0.67525, 'total_adjusted_duration': 0.5542399592036054, 'tempo_ratio': 1.218335107}, 'er': {'count': 1, 'total_original_duration': 0.5719375, 'total_adjusted_duration': 0.4182606582944305, 'tempo_ratio': 1.36741883}, 'dh': {'count': 1, 'total_original_duration': 0.42725, 'total_adjusted_duration': 0.2951656459276739, 'tempo_ratio': 1.447492301}, 'ae': {'count': 2, 'total_original_duration': 0.8406250000000001, 'total_adjusted_duration': 0.6711838594615693, 'tempo_ratio': 1.252451155}, 'ay': {'count': 1, 'total_original_duration': 0.93025, 'total_adjusted_duration': 0.8961128455038213, 'tempo_ratio': 1.038094705}, 'm': {'count': 1, 'total_original_duration': 0.6339375, 'total_adjusted_duration': 0.5126521109623204, 'tempo_ratio': 1.236584199}}}",0203.wav
urgent,o gene,argine,"{'mean_confidence': 0.8805862665176392, 'min_confidence': 0.34664466977119446, 'max_confidence': 0.999872088432312}","{'mean_confidence': 0.9621030688285828, 'min_confidence': 0.4535975456237793, 'max_confidence': 0.9999971389770508}",1.5,1.3580625,2.0,1.0,"{'original_duration': 1.5, 'adjusted_duration': 1.3580625, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.6860624999999998, 'total_adjusted_duration': 1.8272318826073, 'tempo_ratio': 0.922741397}, 'er': {'count': 1, 'total_original_duration': 1.2305, 'total_adjusted_duration': 0.8998705978036005, 'tempo_ratio': 1.36741883}, 'dcl': {'count': 1, 'total_original_duration': 0.11925, 'total_adjusted_duration': 0.1137900514465863, 'tempo_ratio': 1.047982653}, 'jh': {'count': 1, 'total_original_duration': 0.208625, 'total_adjusted_duration': 0.1568677420430292, 'tempo_ratio': 1.329942009}, 'ah': {'count': 1, 'total_original_duration': 0.327875, 'total_adjusted_duration': 0.2064948859301782, 'tempo_ratio': 1.58781172}, 'n': {'count': 1, 'total_original_duration': 0.545, 'total_adjusted_duration': 0.4473317701087966, 'tempo_ratio': 1.218335107}}}",0204.wav
jungle,dyoung go,the young gorl,"{'mean_confidence': 0.8745725154876709, 'min_confidence': 0.4483129680156708, 'max_confidence': 0.9998587369918823}","{'mean_confidence': 0.9223137497901917, 'min_confidence': 0.6133101582527161, 'max_confidence': 0.9998519420623779}",1.35,1.123375,2.0,3.0,"{'original_duration': 1.35, 'adjusted_duration': 1.123375, 'phoneme_stats': {'dcl': {'count': 1, 'total_original_duration': 0.7280625, 'total_adjusted_duration': 0.69472762541996, 'tempo_ratio': 1.047982653}, 'jh': {'count': 1, 'total_original_duration': 0.30275, 'total_adjusted_duration': 0.22764150463044738, 'tempo_ratio': 1.329942009}, 'ah': {'count': 2, 'total_original_duration': 0.915875, 'total_adjusted_duration': 0.5768158708388926, 'tempo_ratio': 1.58781172}, 'ng': {'count': 1, 'total_original_duration': 0.6208125, 'total_adjusted_duration': 0.4454139851079636, 'tempo_ratio': 1.393787624}, 'g': {'count': 1, 'total_original_duration': 0.134125, 'total_adjusted_duration': 0.1149307512853504, 'tempo_ratio': 1.167007076}, 'noi': {'count': 1, 'total_original_duration': 1.004, 'total_adjusted_duration': 1.0880621626646279, 'tempo_ratio': 0.922741397}}}",0205.wav
bear,dert,there,"{'mean_confidence': 0.933759868144989, 'min_confidence': 0.43269121646881104, 'max_confidence': 0.9998948574066162}","{'mean_confidence': 0.9522210359573364, 'min_confidence': 0.5787172913551331, 'max_confidence': 0.9999831914901733}",1.2,1.152375,1.0,1.0,"{'original_duration': 1.2, 'adjusted_duration': 1.152375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.3931875, 'total_adjusted_duration': 1.5098352631945482, 'tempo_ratio': 0.922741397}, 'bcl': {'count': 1, 'total_original_duration': 0.149875, 'total_adjusted_duration': 0.13641553616066487, 'tempo_ratio': 1.098665183}, 'b': {'count': 1, 'total_original_duration': 0.166875, 'total_adjusted_duration': 0.14885766772969342, 'tempo_ratio': 1.121037314}, 'eh': {'count': 1, 'total_original_duration': 0.9265, 'total_adjusted_duration': 0.7130491037513421, 'tempo_ratio': 1.299349505}, 'r': {'count': 1, 'total_original_duration': 0.650625, 'total_adjusted_duration': 0.5869226367487075, 'tempo_ratio': 1.108536218}}}",0206.wav
suit,soeue,soeu,"{'mean_confidence': 0.9649990200996399, 'min_confidence': 0.518794596195221, 'max_confidence': 0.9999966621398926}","{'mean_confidence': 0.9710957407951355, 'min_confidence': 0.5393621921539307, 'max_confidence': 0.9999988079071045}",1.5,1.540375,1.0,1.0,"{'original_duration': 1.5, 'adjusted_duration': 1.540375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.5583749999999998, 'total_adjusted_duration': 1.6888534589068618, 'tempo_ratio': 0.922741397}, 's': {'count': 1, 'total_original_duration': 0.6556875, 'total_adjusted_duration': 0.5407294126255312, 'tempo_ratio': 1.212598177}, 'uw': {'count': 1, 'total_original_duration': 0.7153125, 'total_adjusted_duration': 0.6175077565384001, 'tempo_ratio': 1.158386259}, 'tcl': {'count': 1, 'total_original_duration': 0.9154375, 'total_adjusted_duration': 0.8361559672254901, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.2725, 'total_adjusted_duration': 0.230931759726865, 'tempo_ratio': 1.180002267}}}",0207.wav
just one side got wet,just enec i got were,ju's once i got web,"{'mean_confidence': 0.9647471308708191, 'min_confidence': 0.5854014158248901, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9729458689689636, 'min_confidence': 0.5184541940689087, 'max_confidence': 0.9999995231628418}",3.45,3.0894375,0.6,0.8,"{'original_duration': 3.45, 'adjusted_duration': 3.0894375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.0534375000000002, 'total_adjusted_duration': 2.225366182416979, 'tempo_ratio': 0.922741397}, 'dcl': {'count': 1, 'total_original_duration': 0.385875, 'total_adjusted_duration': 0.36820743062433114, 'tempo_ratio': 1.047982653}, 'jh': {'count': 1, 'total_original_duration': 0.275625, 'total_adjusted_duration': 0.20724587849303736, 'tempo_ratio': 1.329942009}, 'ah': {'count': 2, 'total_original_duration': 0.8545, 'total_adjusted_duration': 0.5381620435450621, 'tempo_ratio': 1.58781172}, 's': {'count': 2, 'total_original_duration': 1.3367499999999999, 'total_adjusted_duration': 1.1023849658978995, 'tempo_ratio': 1.212598177}, 't': {'count': 3, 'total_original_duration': 1.143875, 'total_adjusted_duration': 0.9693837308534594, 'tempo_ratio': 1.180002267}, 'w': {'count': 2, 'total_original_duration': 0.7165625, 'total_adjusted_duration': 0.5644527799019277, 'tempo_ratio': 1.269481745}, 'n': {'count': 1, 'total_original_duration': 0.447875, 'total_adjusted_duration': 0.3676123239219766, 'tempo_ratio': 1.218335107}, 'ay': {'count': 1, 'total_original_duration': 0.8544375, 'total_adjusted_duration': 0.8230824180920949, 'tempo_ratio': 1.038094705}, 'gcl': {'count': 1, 'total_original_duration': 0.372125, 'total_adjusted_duration': 0.353703721801872, 'tempo_ratio': 1.052081098}, 'g': {'count': 1, 'total_original_duration': 0.1446875, 'total_adjusted_duration': 0.12398168183857695, 'tempo_ratio': 1.167007076}, 'aa': {'count': 1, 'total_original_duration': 0.509875, 'total_adjusted_duration': 0.39397947833588925, 'tempo_ratio': 1.294166392}, 'eh': {'count': 1, 'total_original_duration': 0.379, 'total_adjusted_duration': 0.291684414810317, 'tempo_ratio': 1.299349505}}}",0208.wav
pile,tyrum,tyrom,"{'mean_confidence': 0.955903947353363, 'min_confidence': 0.49317800998687744, 'max_confidence': 0.9999923706054688}","{'mean_confidence': 0.9400357007980347, 'min_confidence': 0.5118396282196045, 'max_confidence': 0.9999871253967285}",1.5,1.5653125,1.0,1.0,"{'original_duration': 1.5, 'adjusted_duration': 1.5653125, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.2183125, 'total_adjusted_duration': 2.4040457133625273, 'tempo_ratio': 0.922741397}, 'p': {'count': 1, 'total_original_duration': 0.485375, 'total_adjusted_duration': 0.35966585016238656, 'tempo_ratio': 1.349516502}, 'ay': {'count': 1, 'total_original_duration': 0.6685, 'total_adjusted_duration': 0.6439682206066161, 'tempo_ratio': 1.038094705}, 'l': {'count': 1, 'total_original_duration': 0.736625, 'total_adjusted_duration': 0.6087392417822662, 'tempo_ratio': 1.210082987}}}",0209.wav
